Marca temporal,Grupo que está encuestando,Nombre del encuestador,Indica tu género,¿Cuál es tu edad?,¿Cuál es tu peso (en kg)?,¿Cuál es tu estatura (en cm)?,¿En qué carrera estabas matriculado(a) durante el ciclo 2025-2? ,¿En qué ciclo te encuentras actualmente?,¿En cuántos cursos te matriculaste (independientemente de si te retiraste o no) en total durante el 2025-2?,¿Cuántos de esos cursos aprobaste al finalizar el 2025-2?,"¿Cuál fue tu promedio ponderado en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","¿Cuál fue tu Ranking en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","Aproximadamente, Durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste a realizar actividad física?",Durante el ciclo 2025-2  ¿Qué tipo de actividad física o deporte principal realizaste?,¿Dónde realizas principalmente la actividad física?,"Durante el ciclo 2025-2, ¿tus entrenamientos fueron principalmente de tipo individual o colectivo? ",¿Cuántos días a la semana realizaste actividad física en el 2025-2?,"Durante tus sesiones de actividad física en ese ciclo, ¿Cuál fue tu nivel de intensidad física predominante?","Durante el 2025-2, ¿Tu horario de entrenamiento fue principalmente en la: Mañana / Tarde / Noche?",Durante el ciclo 2025-2  ¿Cómo calificarías tu nivel de disciplina o constancia para realizar actividad física?,Durante el ciclo 2025-2  ¿Cuántas horas a la semana sumaban tus clases programadas?,"Aproximadamente, durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste al estudio autónomo y realización de tareas (fuera del horario de clases)?","Durante el 2025-II, ¿cuál fue tu nivel de concentración al estudiar?",¿Qué suplementos dietéticos consumías de forma regular? (marca todas las opciones que correspondan)  ,"Durante el ciclo 2025-2, ¿cuántas veces al día ingerías alimentos? (incluye comidas principales y snacks; p. ej., desayuno, snack, almuerzo, cena = 4)  ",Durante el ciclo 2025-2 ¿Llevaste algún tipo de alimentación o dieta específica? ,"Durante el ciclo 2025-2, ¿cuántas horas dormías por noche en promedio?  ",¿Cómo calificarías tu calidad de sueño durante el periodo 2025-2?,Durante el periodo 2025-2  ¿Cómo describirías tu nivel de estrés académico?,Durante el ciclo 2025-2  ¿Qué tan cansado te llegaste a sentir?
22/4/2026 7:42:33,Grupo 4,"Heredia Quispe, Gianella Alessandra",Masculino,23,85,78,Ingeniería Mecatrónica,7,5,5,13.25,Tercio inferior,3,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",16,8,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,4,Regular,Bajo,Alto
22/4/2026 8:16:51,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Masculino,17,63,1.63,Ingeniería Mecatrónica,3,6,6,16.8,Décimo,3,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,2,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,"Bebidas rehidratantes, Multivitamínicos y Minerales",4,Ninguna en especial,6.5,Buena,Moderado,Bajo
22/4/2026 8:17:15,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,18,83,178,Ciencias de la Computación,3,6,6,16.1,Tercio,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",33,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Mala,Alto,Muy alto
22/4/2026 8:18:06,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,21,60,173,Ingeniería Mecánica,2,6,5,14.3,Tercio inferior,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Alto,Alto
22/4/2026 8:21:04,Grupo 3,"Lopez Cueto, Camila Alejandra",Masculino,23,74,181,Ingeniería Mecánica,2,7,7,18,Décimo,3,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Colectiva,2,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",14,2,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,6,Regular,Alto,Muy alto
22/4/2026 8:23:40,Grupo 7,"Burgos Ochoa, Jeseph Imanol",Masculino,18,64,170,Ciencias de la Computación,3,6,6,19.02,Décimo,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",32,20,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,3,Ninguna en especial,6,Buena,Moderado,Alto
22/4/2026 8:32:02,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,18,70,176,Ciencia de Datos,3,6,4,11.45,Quinto,2,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",12,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Bebidas energéticas,1,Ninguna en especial,4,Mala,Alto,Muy alto
22/4/2026 8:33:09,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Masculino,18,91,1.8,Bioingeniería,2,4,4,20,Tercio medio,40,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,7,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,0,30,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína)",3,Alta en proteínas,8,Regular,Alto,Moderado
22/4/2026 8:33:46,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Femenino,20,78,181,Ciencias de la Computación,3,6,4,12.53,Tercio inferior,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",22,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Alto,Muy alto
22/4/2026 8:35:04,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Femenino,23,42,160,Ingeniería Química,8,5,5,15.89,Quinto,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,6,Regular,Moderado,Alto
22/4/2026 8:35:08,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Masculino,19,65,173,Ingeniería Química,3,6,6,14.5,Tercio medio,0,No realizo actividad fisica,,,,,,,14,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,6,Mala,Moderado,Moderado
22/4/2026 8:44:00,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Femenino,21,53,1.53,Ingeniería Química,10,7,7,16.8,Décimo,10,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Buena,Bajo,Moderado
22/4/2026 8:47:54,Grupo 7,"Burgos Ochoa, Jeseph Imanol",Masculino,18,78,175,Bioingeniería,3,7,7,18.32,Décimo,20,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",24,30,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Mala,Moderado,Muy alto
22/4/2026 8:58:48,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Femenino,20,65,1.61,Ciencia de Datos,3,6,5,12.45,Décimo,0,No realizo actividad fisica,,,,,,,16,9,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,6,Regular,Alto,Muy alto
22/4/2026 9:06:43,Grupo 1,"Canepa Noya, Doménico",Masculino,18,60,164,Ingeniería Mecatrónica,3,7,6,13.2,Tercio inferior,5,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",28,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,8,Regular,Alto,Alto
22/4/2026 9:11:16,Grupo 8,"Castillo Castro, Rafael Adrián",Femenino,18,64,159,Ingeniría de la Energía,3,5,4,17.86,Décimo,10,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,17,50,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Proteína en polvo (Whey, Vegana, Caseína)",5,Alta en proteínas,6,Regular,Alto,Alto
22/4/2026 9:11:46,Grupo 7,"Burgos Ochoa, Jeseph Imanol",Masculino,21,74,173,Ciencias de la Computación,6,4,4,18,Quinto,3,No realizo actividad fisica,,,,,,,48,21,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Multivitamínicos y Minerales",5,Ninguna en especial,6,Mala,Moderado,Alto
22/4/2026 9:12:05,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,20,80,168,Ciencias de la Computación,3,6,6,16.03,Tercio,12,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,6,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",29,14,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,7,Regular,Moderado,Moderado
22/4/2026 9:12:12,Grupo 6,Diego Alonso Barturen Torres,Masculino,18,70,183,Ingeniería Civil,3,6,6,15,Tercio,8,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína), Creatina",3,Ninguna en especial,6,Regular,Alto,Muy alto
22/4/2026 9:12:18,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,24,65,162,Bioingeniería,10,7,7,16,Tercio,0,No realizo actividad fisica,,,,,,,27,20,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,7,Baja en carbohidratos,6,Regular,Alto,Alto
22/4/2026 9:13:54,Grupo 7,"Arica Reyes, Ady Gabriela",Femenino,18,67,163,Bioingeniería,3,7,7,15,Tercio,3,Danza,Otros,Colectiva,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",5,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,4,Ninguna en especial,5,Regular,Alto,Alto
22/4/2026 9:24:29,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Femenino,18,70,1.65,Ingeniería Química,2,7,7,16.1,Quinto,0,No realizo actividad fisica,,,,,,,30,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Multivitamínicos y Minerales,4,Ninguna en especial,5,Regular,Moderado,Alto
22/4/2026 9:25:10,Grupo 9,"Lam Nishiyama, Gustavo Antonio Leng",Masculino,18,56,165,Ingeniería Mecánica,2,6,6,18.65,Décimo,0,No realizo actividad fisica,,,,,,,24,4,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,3,Ninguna en especial,9,Muy buena,Moderado,Moderado
22/4/2026 9:30:39,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,18,67,178,Ingeniería Industrial,3,3,3,13.79,Tercio medio,12,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,6,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,9,14,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Creatina",5,Alta en proteínas,7,Regular,Moderado,Alto
22/4/2026 9:33:27,Grupo 9,"Heredia Quispe, Gianella Alessandra",Femenino,19,58,153,Ingeniería Industrial,2,7,7,16.25,Tercio,5,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",25,20,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,2,Ninguna en especial,5,Regular,Moderado,Moderado
22/4/2026 9:33:59,Grupo 1,"Lopez Cueto, Camila Alejandra",Femenino,18,50,153,Ingeniería Química,2,7,7,17.35,Décimo,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",20,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,6,Regular,Moderado,Bajo
22/4/2026 9:38:35,Grupo 1,"Lopez Cueto, Camila Alejandra",Masculino,18,64,171,Ingeniería Mecánica,2,7,7,16.35,Quinto,0,No realizo actividad fisica,,,,,,,20,0.1,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,7,Regular,Muy bajo,Bajo
22/4/2026 9:43:32,Grupo 9,"Lam Nishiyama, Gustavo Antonio Leng",Masculino,18,69,170,Ingeniería Mecánica,2,7,7,17.15,Décimo,5,Tenis de mesa y atletismo,"En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",25,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,8,Muy buena,Moderado,Moderado
22/4/2026 9:44:47,Grupo 7,"Sanchez Romero, Luis Fabian",Masculino,19,72,165,Ciencias de la Computación,3,6,6,15,Quinto,0.5,Algunos calentamientos para caminatas de 15 a 20 minutos,"En espacios públicos (parques, canchas, piscinas, etc.)",Individual,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",27,2,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,"Bebidas rehidratantes, Gaseosas",4,Ninguna en especial,7,Mala,Moderado,Alto
22/4/2026 9:46:08,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Masculino,18,85,168,Ingeniería Química,3,6,4,13.1,Tercio medio,8,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,19,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,5,Mala,Alto,Alto
22/4/2026 9:49:42,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Femenino,18,58,154,Ciencias de la Computación,3,6,4,15.55,Tercio,0,No realizo actividad fisica,,,,,,,26,8,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Bebidas energéticas,2,Ninguna en especial,7,Regular,Moderado,Moderado
22/4/2026 9:53:55,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,18,61,176,Ingeniría de la Energía,3,5,6,13.8,Tercio inferior,1,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",24,15,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Mala,Muy alto,Muy alto
22/4/2026 9:56:21,Grupo 3,"De la Cuba Palacios, Fabrizzio Alexander",Prefiero no decirlo / Otro,19,68,166,Ingeniería Mecatrónica,3,5,4,13.53,Tercio inferior,2,Artes marciales / Deportes de contacto,En casa,Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",21,20,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,4,Muy mala,Alto,Muy alto
22/4/2026 9:56:31,Grupo 6,Diego Alonso Barturen Torres,Masculino,19,55,1.69,Ingeniería Civil,3,6,5,14,Tercio,0,No realizo actividad fisica,,,,,,,8,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Moderado,Moderado
22/4/2026 9:58:33,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,18,65,1.68,Ciencias de la Computación,3,7,7,16.98,Quinto,2,No realizo actividad fisica,,,,,,,25,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,6,Mala,Moderado,Moderado
22/4/2026 9:58:47,Grupo 6,Diego Alonso Barturen Torres,Masculino,18,65,167,Ingeniería Civil,3,6,6,15.1,Quinto,10,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína), Creatina",5,Alta en proteínas,6,Regular,Moderado,Moderado
22/4/2026 10:02:06,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Masculino,22,105,185,Ciencias de la Computación,Más de 10,4,4,15,Tercio,1,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",Otros,Colectiva,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",8,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Mala,Muy bajo,Muy alto
22/4/2026 10:02:11,Grupo 4,"Gamboa Sánchez, Guillermo Valentino",Masculino,19,60,1.61,Ciencias de la Computación,3,5,5,18.39,Décimo,2,No realizo actividad fisica,,,,,,,15,15,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Multivitamínicos y Minerales",4,Ninguna en especial,6,Regular,Moderado,Alto
22/4/2026 10:02:39,Grupo 4,"Obregon Carhuavilca, Alondra Solange",Femenino,20,70,1.71,Ciencia de Datos,7,5,4,14.56,Tercio,5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",26,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,5,Mala,Muy alto,Muy alto
22/4/2026 10:04:04,Grupo 6,Diego Alonso Barturen Torres,Masculino,18,76,1.69,Ingeniería Civil,3,7,5,12.7,Tercio inferior,0,No realizo actividad fisica,,,,,,,24,10,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,2,Ninguna en especial,6,Mala,Alto,Alto
22/4/2026 10:04:33,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,18,64,162,Ingeniería Mecánica,2,7,7,16.5,Tercio,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",28,15,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Buena,Alto,Moderado
22/4/2026 10:04:44,Grupo 4,"Gamboa Sánchez, Guillermo Valentino",Femenino,19,55,160,Sistemas de la Información,5,5,3,12.5,Tercio medio,2,Artes marciales / Deportes de contacto,En instalaciones de la universidad,Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",26,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,"Bebidas energéticas, Ninguno",5,Ninguna en especial,6,Mala,Muy alto,Muy alto
